UTC:,ykdhf,,,,,,,,,,,,,,,,,
time_pc [s],Mass [g],time_mcu[ms],data [mV]:,data [mV]:,data [mV]:,data [mV]:,data [mV]:,data [mV]:,data [mV]:,data [mV]:,data [mV]:,data [mV]:,data [mV]:,data [mV]:,data [mV]:,data [mV]:,data [mV]:,data [mV]:
16.01821661,0,80915,8492,8676,8822,8837,9277,19607,6169,19153,11161,9269,8962,9614,8522,8412,8419,8881
16.03702641,0,80930,8595,8639,8764,8683,8873,9343,19541,6198,19453,11110,9328,9856,8697,8441,8353,8881
16.05213881,0,80944,8683,8566,8720,8719,8720,8829,9563,20135,6278,21433,11300,10457,8815,8470,8397,8896
16.06297493,0,80959,8500,8595,8602,8551,8580,8580,8852,9665,22027,6447,24622,13236,9343,8573,8404,8808
16.07888937,0,80974,8588,8698,8712,8624,8588,8499,8529,8947,9497,24967,6755,41398,14988,9233,8734,9064
16.09421778,0,80989,9336,9284,9563,9314,9152,9028,9203,9739,10179,11146,41317,8566,52219,16873,10274,9893
16.11017919,0,81004,9138,8918,9123,8895,8844,8698,8727,9020,9086,9328,11755,52578,9886,29139,11923,9541
16.12552786,0,81018,8918,8705,8756,8566,8544,8463,8353,8675,8566,8573,9240,11953,29476,7327,26147,11652
16.12552786,0,81033,9643,9086,8881,8668,8587,8470,8324,8573,8558,8536,8866,9959,9343,26793,7012,27827
16.14108157,0,81048,30202,11762,9306,8815,8705,8485,8368,8632,8580,8551,8742,9467,8719,9042,27628,7063
16.14108157,0,A,,,,,,,,,,,,,,,,
16.15700674,0,81063,4600,22899,12048,9431,8874,8653,8485,8720,8668,8529,8749,9350,8595,8639,9270,28149
16.17265582,0,81078,25267,6608,24549,12166,9335,8690,8522,8720,8514,8485,8764,9240,8404,8426,8602,9753
16.18829846,0,81092,10244,25077,6762,23970,12166,9291,8830,8925,8815,8712,8859,9504,8588,8507,8536,9438
16.20392418,0,81107,9248,10377,24666,6630,22635,11161,8969,9006,8822,8661,8866,9299,8551,8470,8492,9145
16.21954942,0,81122,8763,9115,10384,23141,6638,20561,10641,9108,8881,8595,8830,9204,8375,8390,8367,8954
16.23516679,0,81137,8573,8742,9020,9497,21264,6286,18940,10846,9174,8749,8881,9240,8455,8375,8360,8881
16.25078869,0,81152,8514,8646,8881,8866,9292,19534,6235,19167,11154,9233,9079,9431,8602,8360,8382,8852
16.26640487,0,81166,8595,8675,8807,8676,8837,9372,19453,6183,19387,11051,9328,9790,8668,8419,8412,8932
16.28201199,0,81181,8639,8639,8720,8705,8742,8925,9592,20047,6235,21462,11264,10391,8866,8433,8382,8888
16.29759336,0,81196,8580,8595,8705,8573,8588,8624,8851,9695,21880,6476,24710,13273,9233,8573,8397,8874
16.31291771,0,81211,8698,8668,8727,8595,8558,8507,8551,8962,9555,25040,6792,41126,14930,9211,8587,8991
16.32889986,0,81226,9328,9262,9489,9299,9086,9042,9152,9673,10149,11176,41405,8537,51816,16777,10237,9878
16.34415746,0,81240,9101,9057,9108,8918,8881,8727,8742,9072,9094,9292,11667,51794,9827,29139,11990,9570
16.35983562,0,81255,8940,8749,8749,8536,8573,8397,8382,8580,8646,8646,9248,12004,29381,7283,26081,11615
16.37572575,0,81270,9629,8991,8925,8683,8551,8478,8397,8551,8441,8514,8844,10061,9328,26668,6997,27761
16.39119911,0,81285,30180,11806,9321,8778,8610,8492,8390,8565,8580,8521,8720,9475,8690,9042,27643,7129
16.39119911,0,A,,,,,,,,,,,,,,,,
16.40699792,0,81300,4600,22841,12026,9416,8844,8558,8478,8683,8580,8544,8808,9321,8602,8690,9255,28134
16.40699792,0,81314,24967,6564,24600,12173,9314,8690,8485,8720,8654,8566,8712,9218,8455,8426,8624,9782
16.42226458,0,81329,10318,24864,6814,24072,12151,9402,8859,8925,8800,8668,8881,9519,8646,8565,8573,9431
16.43818164,0,81344,9262,10347,24380,6784,22694,11102,8932,8925,8800,8705,8785,9291,8492,8470,8434,9145
16.45383525,0,81359,8786,9130,10259,23083,6579,20531,10663,9130,8896,8697,8778,9292,8478,8353,8360,8896
16.4694643,0,81374,8544,8698,9042,9475,21022,6381,18977,10860,9145,8793,8844,9211,8499,8375,8324,8881
16.48510265,0,81388,8536,8712,8852,8874,9270,19431,6227,19168,11205,9292,8991,9548,8514,8360,8375,8874
16.50072932,0,81403,8595,8705,8859,8756,8866,9336,19512,6198,19439,11036,9277,9930,8646,8426,8404,8896
16.51634407,0,81418,8610,8624,8741,8675,8756,8829,9585,20091,6256,21396,11271,10421,8954,8492,8426,8940
16.53194714,0,81433,8536,8661,8653,8588,8551,8566,8830,9702,21946,6403,24681,13258,9182,8558,8419,8808
16.54752803,0,81448,8675,8654,8741,8580,8566,8558,8507,8969,9526,24945,6821,41053,14856,9299,8632,9013
16.57030201,0,81462,9343,9226,9526,9292,9116,9020,9138,9687,10054,11132,40906,8683,51362,16770,10215,9797
16.58493996,0,81477,9123,9005,9079,8874,8830,8771,8734,9064,9020,9321,11579,51647,9680,29212,11945,9577
16.59745169,0,81492,8984,8749,8727,8610,8631,8500,8404,8588,8639,8668,9226,11880,29388,7268,26111,11601
16.61307263,0,81507,9680,9050,8866,8632,8529,8448,8360,8646,8478,8580,8815,10032,9424,26859,7012,27731
16.62904143,0,81522,30253,11777,9313,8830,8675,8522,8368,8653,8595,8551,8727,9438,8646,9079,27724,7144
16.62904143,0,A,,,,,,,,,,,,,,,,
16.64434528,0,81536,4600,22892,11901,9343,8896,8609,8478,8764,8580,8551,8727,9335,8544,8653,9255,27826
16.64434528,0,81551,25128,6535,24622,12158,9372,8690,8529,8719,8661,8558,8756,9167,8492,8441,8521,9680
16.6599369,0,81566,10266,24982,6843,24043,12195,9335,8837,8962,8815,8698,8940,9541,8668,8463,8573,9489
16.67588782,0,81581,9181,10347,24659,6682,22731,11161,8991,8998,8815,8675,8815,9358,8521,8478,8441,9116
16.69138217,0,81596,8756,9123,10244,22951,6594,20583,10663,9057,8822,8720,8778,9299,8426,8404,8353,8888
16.70715404,0,81610,8587,8683,8969,9416,20934,6418,18969,10809,9094,8786,8793,9159,8346,8426,8309,8837
16.72242141,0,81625,8580,8668,8800,8829,9328,19505,6191,19219,11198,9321,9101,9453,8536,8389,8353,8807
16.74247313,0,81640,8610,8683,8844,8749,8866,9409,19366,6198,19365,11022,9372,9841,8587,8404,8368,8932
16.75812316,0,81655,8587,8646,8756,8668,8705,8881,9702,20018,6278,21382,11330,10362,8859,8360,8353,8837
16.77371621,0,81670,8624,8624,8697,8610,8551,8639,8859,9753,22100,6396,24644,13243,9196,8587,8375,8852
16.78933692,0,81684,8632,8698,8719,8654,8602,8588,8587,8976,9548,24989,6777,40818,14754,9262,8632,8998
16.80529404,0,81699,9372,9255,9548,9174,9123,9006,9203,9665,10047,11110,40664,8397,51215,16623,10230,9856
16.82147956,0,81714,9123,8940,9006,8844,8830,8720,8683,9020,9093,9343,11623,51508,9783,29161,12033,9570
16.82543278,0,81729,9020,8830,8830,8558,8573,8470,8397,8631,8624,8676,9262,11938,29476,7283,26111,11586
16.8410542,0,81744,9687,9064,8874,8697,8609,8448,8368,8646,8544,8543,8896,9973,9402,26749,7041,27753
