UTC:,ykdhf,,,,,,,,,,,,,,,,,
time_pc [s],Mass [g],time_mcu[ms],data [mV]:,data [mV]:,data [mV]:,data [mV]:,data [mV]:,data [mV]:,data [mV]:,data [mV]:,data [mV]:,data [mV]:,data [mV]:,data [mV]:,data [mV]:,data [mV]:,data [mV]:,data [mV]:
6.179123402,0,71080,8595,8800,9123,9541,20898,6432,19036,10897,9233,8866,8800,9057,8470,8382,8397,8932
6.194418907,0,71095,8624,8771,8918,8918,9343,19681,6344,19167,11256,9306,8984,9314,8529,8360,8433,8962
6.210352659,0,71110,8602,8712,8815,8837,8918,9446,19549,6220,19475,11110,9269,9541,8617,8455,8412,8984
6.225659609,0,71125,8646,8602,8771,8668,8756,8859,9738,20047,6191,21602,11315,9951,8881,8507,8455,8939
6.241253376,0,71139,8617,8646,8742,8587,8602,8661,8918,9775,22122,6366,24791,12855,9005,8470,8426,8903
6.257243872,0,71154,8675,8720,8683,8639,8580,8551,8536,8918,9577,25847,6711,38216,13779,8991,8543,9042
6.272494793,0,71169,9167,9086,9314,9086,8925,8903,8962,9438,9731,10641,38443,8287,48334,15839,9849,9687
6.288453341,0,71184,8984,8961,9020,8896,8800,8654,8624,8903,8969,9057,10626,49096,9351,29520,12151,9585
6.303988695,0,71199,8969,8742,8808,8617,8617,8463,8448,8690,8602,8602,9020,11286,29703,7386,26309,11652
6.319698334,0,71213,9709,9079,8969,8764,8631,8492,8426,8609,8536,8521,8778,9680,9548,26602,6982,27914
6.335227013,0,71228,30231,11799,9423,8866,8734,8485,8456,8646,8580,8566,8741,9189,8851,9189,27694,7034
6.335227013,0,A,,,,,,,,,,,,,,,,
6.350673437,0,71243,4600,22899,12078,9467,8932,8544,8492,8727,8602,8580,8734,9101,8602,8741,9247,28296
6.350673437,0,71258,25194,6506,24681,12202,9357,8756,8573,8763,8588,8551,8676,9064,8404,8470,8573,9790
6.366467237,0,71273,10281,25048,6726,24234,12195,9336,8866,8976,8896,8734,8822,9299,8602,8551,8683,9497
6.382162333,0,71287,9284,10333,24740,6608,22701,11190,9028,8991,8837,8654,8808,9159,8595,8521,8434,9167
6.397465706,0,71302,8837,9204,10289,22716,6432,20583,10721,9181,8947,8719,8734,9057,8426,8426,8441,8918
6.413439512,0,71317,8602,8808,9086,9541,21257,6359,19036,10846,9145,8851,8683,9145,8412,8367,8367,8859
6.429064989,0,71332,8639,8661,8866,8866,9335,19402,6205,19219,11234,9328,9020,9372,8492,8492,8309,8910
6.444680691,0,71347,8602,8705,8852,8815,8910,9416,19461,6191,19541,11110,9255,9585,8734,8426,8360,8991
6.460288286,0,71361,8720,8720,8822,8705,8785,8903,9746,20040,6271,21558,11374,9944,8712,8463,8448,8910
6.475876093,0,71376,8602,8632,8661,8610,8646,8719,8918,9819,22269,6454,24842,12635,9057,8565,8346,8903
6.49861598,0,71391,8690,8683,8719,8646,8573,8521,8536,8984,9585,25084,6968,38260,13617,9042,8580,9006
6.512529373,0,71406,9138,9196,9284,9005,9006,8852,8954,9445,9739,10611,38509,8471,48385,15846,9827,9636
6.524619579,0,71421,9064,8896,9013,8771,8756,8668,8675,8888,8962,9079,10611,48488,9483,29806,12063,9541
6.540543318,0,71435,8984,8815,8756,8595,8587,8397,8375,8551,8587,8617,8925,11330,29725,7386,26294,11689
6.555890799,0,71450,9665,9020,9013,8683,8661,8456,8419,8697,8514,8543,8815,9621,9504,26851,7056,27804
6.571529865,0,71465,30261,11887,9313,8954,8683,8492,8412,8668,8521,8609,8829,9379,8676,9189,27753,7078
6.571529865,0,A,,,,,,,,,,,,,,,,
6.587545395,0,71480,4600,22936,12078,9453,8859,8639,8463,8749,8595,8566,8756,9152,8551,8763,9255,28581
6.588626862,0,71495,25003,6638,24652,12158,9350,8742,8507,8719,8676,8558,8646,9108,8397,8455,8654,9841
6.604557514,0,71509,10266,24842,6850,24146,12217,9306,8874,8976,8903,8756,8815,9321,8661,8661,8646,9541
6.619897366,0,71524,9233,10311,24212,6777,22672,11212,8998,9006,8888,8698,8742,9270,8500,8463,8544,9248
6.635836124,0,71539,8778,9072,10303,23149,6579,20553,10641,9123,8903,8727,8844,9116,8544,8426,8368,8969
6.651467323,0,71554,8683,8734,9123,9387,21052,6352,18977,10868,9182,8844,8793,9145,8522,8338,8404,8932
6.667092323,0,71569,8624,8734,8866,8866,9372,19688,6139,19241,11278,9306,8910,9270,8455,8390,8367,8976
6.682711124,0,71583,8742,8756,8866,8830,8903,9431,19409,6278,19417,11051,9262,9607,8609,8463,8397,8918
6.698334455,0,71598,8653,8727,8786,8654,8822,8925,9731,20084,6249,21587,11337,10120,8771,8580,8397,8962
6.71368742,0,71613,8610,8617,8719,8580,8639,8639,8947,9812,21983,6506,24740,12701,9057,8375,8360,8932
6.729571581,0,71628,8609,8675,8734,8573,8595,8434,8566,8918,9592,25070,6872,38216,13742,8991,8558,9006
6.745194197,0,71643,9079,9159,9336,9086,8925,8976,8976,9423,9775,10641,38619,8243,48282,15780,9775,9680
6.760725737,0,71657,9094,8954,8991,8829,8830,8690,8661,8947,8969,9094,10729,48810,9490,29755,12107,9541
6.776096821,0,71672,9020,8859,8785,8551,8580,8500,8448,8668,8573,8610,8969,11374,29960,7569,26221,11667
6.791982412,0,71687,9651,9086,8998,8734,8617,8441,8360,8573,8544,8536,8815,9665,9511,26617,6968,27893
6.807648897,0,71702,30312,11850,9291,8852,8690,8558,8478,8646,8580,8507,8712,9123,8727,9093,28105,7136
6.807648897,0,A,,,,,,,,,,,,,,,,
6.823291063,0,71717,4600,22929,12078,9446,8896,8602,8529,8661,8610,8632,8734,9064,8602,8749,9292,28714
6.838596106,0,71731,25370,6594,24666,12232,9313,8756,8522,8749,8653,8580,8734,9072,8485,8463,8646,9841
6.838596106,0,71746,10266,24930,6836,24168,12254,9409,8895,8962,8896,8763,8793,9262,8653,8617,8602,9445
6.854189157,0,71761,9306,10457,24446,6748,22870,11175,8984,8998,8851,8727,8756,9057,8602,8412,8521,9233
6.870111227,0,71776,8830,9071,10281,23200,6630,20494,10575,9247,8940,8698,8771,9057,8463,8426,8338,9006
6.885758877,0,71791,8697,8719,9123,9445,21125,6330,19021,10824,9247,8837,8771,9094,8448,8382,8375,8984
6.901390314,0,71805,8690,8778,8866,8881,9372,19387,6249,19153,11212,9321,8962,9284,8536,8441,8456,8918
6.917021275,0,71820,8653,8690,8851,8844,8896,9416,19182,6154,19512,11066,9240,9563,8646,8441,8441,8940
6.932645559,0,71835,8646,8734,8830,8683,8822,8962,9673,20326,6278,21506,11315,10039,8837,8521,8272,8925
6.948275328,0,71850,8639,8595,8712,8646,8646,8631,8947,9812,22284,6469,24791,12635,9064,8558,8419,8917
6.963891506,0,71865,8639,8720,8764,8624,8595,8521,8543,8925,9636,25363,6726,38289,13639,9042,8566,8991
6.979516745,0,71879,9159,9086,9306,9138,9035,8896,9020,9409,9746,10662,38150,8324,48341,15604,9893,9709
6.995133162,0,71894,9079,8954,9006,8837,8822,8705,8632,8954,8939,9159,10670,48568,9527,29843,12151,9563
7.010738134,0,71909,8932,8800,8764,8661,8602,8543,8375,8668,8624,8551,8976,11330,30055,7283,26228,11689
7.031202555,0,71924,9709,9093,8976,8705,8617,8455,8390,8661,8587,8558,8764,9673,9424,26719,7004,27702
7.046493292,0,71938,30261,11821,9350,8800,8690,8522,8411,8632,8617,8536,8683,9247,8756,9130,27716,7107
7.046493292,0,A,,,,,,,,,,,,,,,,
7.058333874,0,71953,4600,22819,12063,9423,8910,8602,8485,8712,8617,8551,8727,9167,8595,8727,9248,28237
7.074271679,0,71968,25664,6550,24696,12305,9380,8734,8580,8734,8668,8566,8727,9042,8485,8544,8742,9812
7.089902878,0,71983,10311,24703,6828,24212,12173,9357,8932,9013,8830,8786,8866,9372,8536,8580,8610,9533
7.10548687,0,71998,9291,10428,24593,6755,22701,11190,8969,9064,8837,8727,8749,9167,8566,8456,8499,9189
7.10548687,0,72013,8829,9145,10318,23383,6667,20568,10736,9130,8918,8727,8822,9020,8419,8433,8426,8976
7.120800734,0,72027,8624,8785,9013,9467,20986,6344,18999,10934,9204,8808,8866,9115,8412,8331,8345,8830
7.13654542,0,72042,8719,8698,8859,8844,9372,19651,6213,19190,11264,9372,8925,9306,8404,8404,8279,8895
7.152382612,0,72057,8610,8719,8888,8712,8940,9416,19629,6169,19446,11110,9306,9570,8639,8514,8434,8984
7.167937517,0,72072,8705,8624,8793,8749,8800,8910,9724,20443,6205,21514,11293,10083,8793,8544,8500,8954
7.183634758,0,72087,8624,8602,8676,8646,8595,8617,8844,9761,22159,6476,24732,12803,9013,8551,8456,8962
7.199265718,0,72101,8653,8683,8756,8543,8544,8492,8573,8991,9563,25084,6762,38458,13713,9050,8580,9020
7.214891672,0,72116,9182,9116,9313,9028,8954,8910,8962,9409,9724,10699,38597,8053,48289,15809,9731,9672
7.230507612,0,72131,9079,8962,8903,8815,8822,8734,8676,8947,8947,9093,10641,48869,9387,29667,12114,9577
7.252814054,0,72146,8954,8793,8771,8705,8610,8507,8397,8646,8602,8646,8969,11322,30239,7356,26250,11674
7.265208006,0,72161,9709,9028,8932,8698,8639,8521,8411,8631,8565,8551,8778,9629,9548,26565,7048,27878
7.28116703,0,72175,30224,11879,9343,8873,8764,8551,8397,8617,8573,8566,8764,9203,8786,9108,27563,7210
7.28116703,0,A,,,,,,,,,,,,,,,,
7.296585321,0,72190,4600,22907,12048,9445,8910,8632,8492,8698,8610,8492,8822,9174,8617,8617,9277,28002
7.312429905,0,72205,25209,6608,24622,12231,9328,8771,8544,8720,8624,8587,8771,9013,8448,8456,8617,9856
7.327720881,0,72220,10303,25077,6667,24168,12254,9380,8918,9020,8910,8800,8859,9314,8639,8558,8654,9555
7.327720881,0,72235,9299,10457,24739,6718,22797,11154,9049,9006,8932,8734,8771,9218,8565,8463,8470,9159
7.343623161,0,72249,8830,9123,10377,23075,6601,20524,10750,9189,8910,8719,8815,9072,8536,8463,8412,9028
7.366115093,0,72264,8610,8712,9101,9489,21052,6374,19043,10772,9160,8837,8668,9050,8426,8338,8375,8903
7.382106304,0,72279,8588,8705,8873,8910,9291,19710,6198,19204,11278,9306,9020,9292,8573,8411,8338,8925
7.39738822,0,72294,8661,8676,8859,8866,8852,9438,19652,6286,19446,11168,9291,9548,8727,8441,8404,8925
7.41298008,0,72309,8668,8610,8837,8719,8786,8962,9614,19886,6271,21462,11366,10017,8741,8478,8441,8962
7.428923368,0,72323,8639,8632,8734,8602,8609,8580,8918,9790,21968,6506,24842,12708,9145,8588,8316,8925
7.444251537,0,72338,8646,8654,8742,8580,8573,8536,8602,8969,9577,25018,6799,39337,13947,9072,8654,8984
7.460168362,0,72353,9211,9167,9321,9160,9035,8910,9050,9438,9812,10707,39557,8390,48304,15787,9863,9651
7.460168362,0,72368,9064,8962,9020,8859,8764,8654,8712,8932,8947,9079,10706,48671,9644,29762,12129,9585
7.475494623,0,72383,8984,8830,8778,8698,8602,8485,8360,8646,8602,8624,8984,11330,30128,7320,26155,11696
7.491377831,0,72397,9717,9123,8888,8749,8609,8536,8412,8617,8573,8580,8778,9636,9394,26785,7026,27790
7.50670743,0,72412,30297,11887,9372,8903,8712,8565,8448,8676,8631,8507,8749,9233,8566,9174,27922,6931
7.50670743,0,A,,,,,,,,,,,,,,,,
7.522664547,0,72427,4600,22936,12012,9475,8873,8639,8514,8749,8661,8514,8756,9152,8566,8719,9218,28523
7.538135529,0,72442,25253,6550,24710,12320,9358,8749,8632,8793,8705,8551,8786,9042,8434,8470,8624,9871
7.564340353,0,72457,10289,25311,6696,24124,12217,9284,8895,9079,8852,8727,8859,9299,8609,8566,8712,9475
7.576814651,0,72471,9321,10435,24681,6696,22599,11175,9035,9028,8888,8675,8962,9137,8522,8485,8500,9189
7.593904734,0,72486,8778,9137,10333,23259,6608,20517,10604,9255,8874,8705,8874,9057,8463,8456,8382,8910
7.593904734,0,72501,8610,8800,9255,9511,21110,6344,19043,10912,9182,8837,8925,9116,8463,8404,8360,8976
7.609821558,0,72516,8639,8705,8896,8859,9328,19710,6198,19343,11227,9328,8976,9372,8551,8426,8316,8881
7.625148296,0,72531,8661,8749,8852,8851,8962,9394,19446,6249,19461,11132,9284,9563,8610,8455,8382,8947
7.641115665,0,72545,8654,8690,8837,8771,8844,8837,9673,20216,6315,21477,11249,10230,8881,8433,8419,8998
7.656737089,0,72560,8602,8639,8742,8580,8631,8543,8888,9841,22342,6682,24762,12825,9130,8478,8382,8940
7.672364473,0,72575,8734,8712,8734,8610,8588,8551,8551,8969,9555,24952,6843,40481,14065,9050,8610,9013
7.687993765,0,72590,9240,9116,9336,9094,8998,8888,9020,9497,9812,10934,40298,8654,48803,15934,9885,9731
7.703608513,0,72605,9130,9057,8984,8844,8837,8727,8705,8969,9035,9145,10956,49221,9417,29718,12121,9541
7.719236851,0,72619,8984,8859,8793,8646,8536,8470,8411,8654,8654,8617,9101,11403,29967,7422,26294,11733
7.734857798,0,72634,9746,9108,8962,8815,8639,8492,8463,8646,8551,8536,8954,9790,9467,26705,6968,27871
7.752237558,0,72649,30305,11836,9365,8851,8720,8536,8463,8654,8653,8522,8837,9306,8727,9108,27731,7070
7.752237558,0,A,,,,,,,,,,,,,,,,
7.771102667,0,72664,4600,22958,12048,9423,8888,8610,8470,8742,8676,8610,8800,9204,8536,8631,9350,28332
7.776111126,0,72679,25275,6726,24483,12224,9335,8698,8551,8697,8639,8551,8778,9101,8521,8507,8675,9775
7.791856289,0,72693,10340,25018,6814,24124,12334,9350,8888,8947,8947,8712,8881,9402,8697,8500,8690,9533
7.807710886,0,72708,9321,10325,24754,6836,22753,11271,9027,9050,8925,8756,8903,9218,8617,8514,8492,9123
7.823330402,0,72723,8852,9079,10384,22789,6682,20605,10706,9159,8910,8676,8874,9072,8441,8492,8412,8984
7.838951826,0,72738,8653,8786,9116,9438,20839,6366,18962,10765,9255,8822,8895,9101,8456,8360,8324,8947
7.854573965,0,72753,8676,8749,8888,8976,9321,19673,6256,19307,11278,9321,9064,9328,8412,8411,8375,8903
7.87019968,0,72767,8654,8624,8844,8778,8910,9409,19380,6271,19461,11044,9291,9607,8668,8456,8419,8969
7.88550806,0,72782,8653,8676,8815,8698,8742,8910,9651,20150,6337,21565,11366,10142,8793,8566,8455,8962
7.901081324,0,72797,8573,8580,8712,8617,8551,8602,8896,9753,22130,6286,24630,12928,9130,8602,8360,8984
7.916702986,0,72812,8719,8668,8734,8653,8609,8507,8624,9072,9585,24960,6623,41999,14336,9137,8595,8954
7.932661772,0,72827,9226,9218,9431,9181,9086,8962,9094,9541,9915,10949,42556,8735,49763,16205,9893,9753
7.947945118,0,72841,9042,8991,8998,8852,8793,8654,8712,8991,8969,9138,11095,50335,9680,29748,12041,9555
7.963924646,0,72856,8998,8822,8822,8632,8610,8500,8419,8698,8624,8566,9145,11484,29865,7356,26338,11637
7.963924646,0,72871,9687,9086,8947,8705,8646,8463,8404,8661,8529,8514,8954,9658,9365,26536,7078,27804
7.979475975,0,72886,30275,11835,9394,8896,8690,8558,8419,8617,8602,8536,8844,9277,8764,9123,27636,7144
7.979475975,0,A,,,,,,,,,,,,,,,,
7.99511528,0,72901,4600,22863,12078,9482,8918,8595,8492,8756,8705,8580,8815,9255,8522,8690,9358,28530
8.010765553,0,72915,25451,6498,24652,12188,9350,8727,8551,8712,8624,8573,8866,9189,8507,8478,8668,9856
8.026335001,0,72930,10303,25238,6836,24043,12261,9335,8903,9035,8852,8683,8969,9387,8661,8617,8683,9497
8.041971445,0,72945,9233,10355,24212,6711,22716,11212,9020,9057,8910,8690,8786,9292,8448,8470,8500,9167
8.057651043,0,72960,8874,9174,10413,23149,6711,20627,10706,9233,8954,8756,8903,9020,8426,8470,8360,8984
8.073275089,0,72975,8698,8749,9057,9504,21440,6308,18970,10765,9160,8822,8829,9145,8404,8397,8390,8932
8.097065449,0,72989,8720,8698,8852,8925,9306,19681,6103,19197,11286,9372,9042,9475,8610,8433,8338,8932
8.108765602,0,73004,8602,8712,8874,8808,8932,9380,19637,5949,19417,11036,9438,9768,8705,8419,8412,8910
8.124721527,0,73019,8668,8668,8800,8705,8742,8874,9702,20150,6278,21470,11374,10289,8844,8565,8448,8903
8.140352011,0,73034,8676,8624,8727,8573,8661,8617,8925,9680,22027,6491,24527,13148,9101,8536,8397,8932
8.155990839,0,73049,8720,8734,8786,8566,8587,8536,8573,8940,9570,24974,6836,42079,14585,9204,8639,9013
8.17125082,0,73063,9240,9225,9460,9181,9130,8969,9152,9621,10068,11139,41992,8955,50870,16367,9922,9783
8.17125082,0,73078,9101,8969,8961,8874,8815,8720,8675,8991,8976,9255,11161,51347,9776,29659,12063,9577
8.187180519,0,73093,8998,8808,8837,8654,8610,8492,8419,8566,8610,8602,9269,11564,29967,7356,26265,11711
8.202823877,0,73108,9731,9035,8969,8742,8632,8514,8433,8661,8566,8529,8874,9834,9424,26998,6902,27680
8.218430996,0,73123,30437,11748,9402,8888,8675,8485,8456,8705,8653,8500,8742,9321,8676,9196,27812,7151
8.218430996,0,A,,,,,,,,,,,,,,,,
8.234084606,0,73137,4600,22936,12085,9445,8888,8602,8485,8771,8609,8654,8808,9270,8580,8639,9328,28493
8.249513626,0,73152,25179,6594,24608,12232,9321,8734,8507,8756,8588,8536,8771,9211,8470,8477,8544,9834
8.26533556,0,73167,10252,25385,6858,24168,12188,9357,8852,8962,8852,8698,8881,9497,8653,8544,8632,9541
8.280931234,0,73182,9416,10406,24527,6718,22797,11190,9013,9013,8866,8705,8837,9321,8441,8529,8478,9152
8.29650259,0,73197,8844,9123,10354,23405,6535,20627,10707,9152,8903,8698,8881,9226,8375,8419,8412,8969
8.312188625,0,73211,8697,8771,9174,9416,21506,6359,18918,10868,9174,8852,8815,9189,8346,8412,8324,8888
8.327794313,0,73226,8653,8741,8874,8896,9343,19417,6220,19190,11242,9248,9086,9504,8514,8382,8367,8925
8.34337306,0,73241,8698,8661,8932,8830,8954,9445,19600,6205,19483,11102,9335,9856,8566,8463,8382,8969
8.35882616,0,73256,8734,8690,8822,8719,8771,8896,9665,20230,6227,21521,11425,10420,8954,8492,8463,8903
8.374327183,0,73271,8624,8705,8764,8631,8697,8617,8903,9783,22049,6410,24872,13273,9050,8522,8433,8903
8.39023757,0,73285,8697,8705,8742,8668,8624,8617,8551,9020,9599,25319,6975,41456,14541,9313,8632,9101
8.405570507,0,73300,9343,9248,9438,9291,9101,9064,9130,9621,10083,11264,42094,8698,50460,16213,9914,9841
8.42152667,0,73315,9101,8947,9005,8918,8822,8815,8683,8940,9035,9299,11447,50555,9702,29615,12085,9541
8.436830521,0,73330,9042,8837,8808,8742,8609,8470,8331,8661,8602,8639,9196,11747,29828,7298,26279,11740
8.436830521,0,73345,9724,9138,8991,8822,8617,8521,8426,8653,8522,8573,8925,9775,9372,27086,7107,27782
8.452434063,0,73359,30268,11836,9409,8903,8771,8536,8456,8705,8668,8617,8903,9379,8778,9123,27496,7048
8.452434063,0,A,,,,,,,,,,,,,,,,
8.468276501,0,73374,4600,22885,12026,9489,8918,8676,8478,8756,8588,8617,8888,9218,8587,8661,9343,28303
8.48400712,0,73389,25407,6440,24579,12165,9387,8822,8529,8815,8683,8573,8852,9159,8404,8448,8624,9871
8.499641657,0,73404,10281,24974,6799,24124,12232,9328,8925,8998,8844,8741,8925,9511,8646,8558,8683,9511
8.515275955,0,73419,9423,10435,24674,6711,22738,11190,9035,9079,8844,8690,8910,9357,8609,8448,8529,9203
8.530903816,0,73433,8800,9167,10347,23046,6645,20656,10765,9152,8910,8676,8859,9196,8485,8397,8500,9013
8.546519756,0,73448,8631,8712,9035,9460,20942,6454,18992,10721,9218,8764,8969,9343,8199,8441,8382,8932
8.562135696,0,73463,8588,8764,8851,8888,9335,19563,6227,19211,11191,9343,9108,9365,8617,8375,8360,8932
8.577732801,0,73478,8697,8720,8925,8815,8940,9372,19688,6220,19395,11007,9401,9841,8778,8514,8441,8947
8.594776392,0,73492,8683,8727,8830,8654,8771,8903,9651,19996,6300,21499,11484,10376,8815,8558,8455,8962
8.614952564,0,73507,8580,8646,8698,8610,8587,8697,8888,9577,21609,6550,25128,13361,9262,8661,8397,8888
8.629632235,0,73522,8719,8705,8852,8690,8632,8602,8631,8983,9790,25517,6953,43949,15017,9343,8712,9086
8.643699169,0,73537,9357,9328,9548,9284,9182,9108,9277,9768,10149,11513,44022,8991,51765,16477,10061,9907
8.659348488,0,73552,9116,8932,9050,8866,8844,8712,8720,8969,9072,9328,11667,52608,9900,29608,12004,9614
8.659348488,0,73566,8998,8756,8785,8661,8617,8470,8434,8698,8632,8595,9306,11689,29659,7327,26353,11630
8.674941778,0,73581,9716,9079,8940,8712,8602,8485,8448,8661,8558,8514,9072,9819,9387,26771,7019,27797
8.690587044,0,73596,30319,11835,9314,8874,8734,8507,8404,8595,8588,8543,9006,9438,8580,9035,27445,7166
8.690587044,0,A,,,,,,,,,,,,,,,,
8.706184387,0,73611,4600,22958,12056,9475,8932,8617,8521,8719,8617,8573,8903,9328,8588,8786,9314,28208
8.721834183,0,73626,25546,6638,24762,12173,9387,8793,8573,8734,8580,8602,8918,9204,8470,8485,8617,9841
8.737426758,0,73640,10457,25084,6784,24131,12202,9416,8961,9006,8844,8800,9020,9577,8639,8536,8609,9431
8.753047943,0,73655,9328,10399,24314,6814,22665,11190,8976,8954,8808,8771,8998,9424,8551,8514,8448,9152
8.76866889,0,73670,8837,9108,10267,23163,6601,20583,10670,9218,8874,8639,9035,9211,8507,8331,8390,8991
8.784290552,0,73685,8654,8727,9050,9438,21287,6403,18984,10772,9145,8786,9152,9277,8478,8345,8382,8888
8.79994154,0,73700,8544,8683,8800,8888,9416,19439,6235,19241,11220,9328,9226,9651,8573,8404,8338,8866
8.815563202,0,73714,8661,8624,8866,8807,8910,9372,19519,6256,19373,11073,9636,9900,8485,8478,8456,8918
8.831184626,0,73729,8632,8778,8800,8749,8698,8866,9651,20165,6256,21345,11777,10618,8808,8441,8375,8910
8.846802235,0,73744,8573,8602,8749,8522,8609,8624,8910,9629,22012,6535,25671,13859,9343,8610,8441,8954
8.862537861,0,73759,8756,8896,8903,8763,8668,8558,8639,9079,9680,25583,6821,54258,17247,9563,8808,9145
8.878200293,0,73774,9453,9387,9643,9423,9350,9247,9416,9922,10472,11931,53730,10032,52733,16814,10252,10017
8.895455837,0,73788,9130,8962,9042,8932,8896,8778,8727,9035,9064,9328,12349,53407,9541,29418,12019,9621
8.91110754,0,73803,9006,8852,8844,8617,8588,8558,8419,8668,8609,8712,9526,11828,29916,7334,26140,11733
8.91110754,0,73818,9687,9101,8940,8756,8624,8499,8434,8565,8595,8566,9174,9981,9424,26573,7004,27687
8.926837921,0,73833,30363,11850,9394,8852,8698,8551,8404,8617,8514,8551,9042,9453,8661,9145,27460,7122
8.926837921,0,A,,,,,,,,,,,,,,,,
8.942320824,0,73848,4600,22973,12063,9445,8932,8632,8522,8675,8661,8646,9020,9328,8536,8683,9284,28200
8.958074331,0,73862,25744,6674,24740,12173,9350,8844,8536,8734,8661,8543,8932,9291,8456,8426,8661,9819
8.973903179,0,73877,10259,25282,6828,24065,12276,9343,8852,8976,8808,8771,9240,9636,8639,8566,8624,9460
8.989536285,0,73892,9299,10325,24410,6777,22716,11242,8932,8998,8807,8727,9013,9380,8448,8477,8573,9167
9.005165815,0,73907,8859,9160,10274,22621,6682,20693,10670,9189,8940,8690,9042,9262,8434,8426,8375,8991
9.020785809,0,73922,8668,8741,9123,9423,21140,6432,18970,10926,9123,8785,9013,9248,8404,8302,8272,8903
9.036409855,0,73936,8646,8720,8881,8888,9328,19321,6213,19182,11169,9240,9196,9680,8617,8375,8404,8910
9.052028894,0,73951,8661,8712,8844,8830,8925,9401,19409,6213,19380,11014,9460,9959,8712,8514,8397,9013
9.067649126,0,73966,8639,8661,8822,8653,8705,8822,9577,19952,6300,21367,11572,10685,8888,8507,8397,8969
9.083268404,0,73981,8573,8602,8646,8602,8639,8573,8874,9643,21836,6476,25319,13896,9453,8558,8485,8918
9.098901749,0,73996,8720,8756,8822,8676,8683,8602,8697,9005,9651,25436,6836,49037,16359,9504,8808,9174
9.11418438,0,74010,9445,9431,9695,9504,9299,9240,9431,9995,10501,11894,48979,9351,52872,17012,10347,10054
9.129970312,0,74025,9145,9006,9035,8903,8888,8705,8778,9057,9137,9541,12422,53378,10120,29249,12004,9592
9.147130966,0,74040,9020,8866,8786,8690,8610,8514,8404,8558,8544,8727,9467,12063,29403,7202,26397,11740
9.16160059,0,74055,9673,9027,8962,8727,8617,8507,8404,8676,8587,8668,9269,9995,9277,26433,6902,27819
9.176174164,0,74070,30334,11711,9336,8962,8690,8522,8426,8624,8514,8595,8962,9599,8800,9042,27658,7151
9.176174164,0,A,,,,,,,,,,,,,,,,
9.192089796,0,74084,4600,23017,11997,9460,8896,8676,8485,8676,8668,8565,8940,9511,8653,8661,9262,28156
9.192089796,0,74099,25788,6601,24740,12305,9335,8727,8536,8690,8610,8544,8932,9343,8463,8485,8609,9827
9.207416296,0,74114,10274,25150,6799,24138,12254,9335,8881,9057,8815,8749,8998,9665,8698,8529,8522,9497
9.223365307,0,74129,9270,10376,24696,6711,22621,11161,9042,8976,8808,8749,8998,9409,8573,8419,8470,9174
9.238993168,0,74144,8800,9130,10281,23383,6652,20546,10714,9145,8881,8719,8925,9240,8529,8426,8375,8976
9.254623652,0,74158,8734,8756,8991,9401,21228,6396,19021,10787,9196,8771,9050,9350,8426,8404,8360,8932
9.27025342,0,74173,8529,8734,8844,8859,9409,19571,6220,19226,11212,9240,9225,9651,8544,8382,8316,8940
9.285880566,0,74188,8610,8720,8844,8786,8925,9497,19541,6264,19373,11036,9453,10083,8742,8492,8441,8969
9.301500797,0,74203,8654,8690,8786,8676,8793,8852,9592,20135,6454,21294,11564,10890,8983,8529,8441,8925
9.317131758,0,74218,8588,8653,8675,8624,8573,8595,8932,9577,22166,6330,25216,14116,9350,8617,8404,8888
9.334242582,0,74232,8778,8734,8859,8749,8727,8587,8668,9137,9672,25531,6784,46317,16161,9526,8741,9130
9.350228071,0,74247,9453,9380,9768,9424,9299,9233,9416,9995,10553,12063,47571,9292,53246,16887,10230,10076
9.365514994,0,74262,9137,8961,9020,8910,8844,8800,8742,9057,9123,9438,12657,53378,9922,29198,11938,9621
9.381106615,0,74277,8969,8786,8800,8632,8624,8522,8441,8668,8536,8683,9504,11799,29718,7305,26257,11762
9.396728039,0,74292,9680,9042,9050,8676,8631,8441,8360,8698,8543,8543,9050,10069,9284,26800,7085,27804
9.412693977,0,74306,30334,11865,9350,8932,8712,8522,8404,8705,8580,8529,8991,9475,8617,9086,27592,7195
9.412693977,0,A,,,,,,,,,,,,,,,,
9.428283453,0,74321,4600,22921,12136,9446,8881,8610,8470,8712,8646,8573,9079,9445,8639,8661,9262,28479
9.443666458,0,74336,25253,6572,24593,12107,9423,8712,8543,8727,8595,8500,8984,9226,8397,8426,8675,9768
9.443666458,0,74351,10340,24967,6733,24043,12261,9313,8852,9006,8859,8690,9167,9614,8617,8522,8602,9460
9.459300041,0,74366,9284,10296,24637,6858,22694,11168,9006,8984,8844,8676,9050,9402,8668,8595,8463,9182
9.475155354,0,74380,8830,9159,10274,23075,6579,20626,10670,9152,8866,8690,8969,9233,8316,8463,8375,9013
9.490802765,0,74395,8566,8800,9115,9423,21103,6462,19028,10780,9189,8786,9086,9365,8280,8404,8397,8830
9.506430387,0,74410,8639,8690,8793,8910,9350,19541,6249,19212,11080,9299,9328,9585,8529,8470,8353,8940
9.522054911,0,74425,8610,8756,8837,8844,8910,9394,19813,6161,19417,11044,9453,10025,8588,8426,8353,8925
9.537604809,0,74440,8602,8624,8727,8639,8749,8866,9665,19959,6264,21374,11682,10853,8837,8455,8419,8939
